id dam sire LLRdam LLRsire LLRpair OHdam OHsire MEpair ringnr damringnr sireringnr 1990 1991 1992 1993 1994 1995 1996 1997 1998 1999 2000 2001 2002 2003 2004 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020
8L19620_N5_B1 F0081 M0089 13.64 21.88 21.74 NA NA NA 8L19620 F0081 M0089 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19621_P5_B1 F0081 M0089 17.57 23.03 26.93 NA NA NA 8L19621 F0081 M0089 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19622_B7_B1 F0081 M0089 15.08 20.86 21.92 NA NA NA 8L19622 F0081 M0089 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19623_D7_B1 F0081 M0089 18.12 19.87 26.7 NA NA NA 8L19623 F0081 M0089 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19624_C6_B1 8L30983_A12_B1 8L52229_C16_B1 15.76 14.62 32.41 0 0 0 8L19624 8L30983 8L52229 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19625_F7_B1__MISSEX1 8L30983_A12_B1 8L52229_C16_B1 14.16 15.62 31.69 0 0 0 8L19625 8L30983 8L52229 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19626_H7_B1 8L30983_A12_B1 8L52229_C16_B1 14.99 13.46 31.71 0 0 0 8L19626 8L30983 8L52229 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19627 8L30983_A12_B1 8L52229_C16_B1 13.26 13.96 32.53 0 0 0 8L19627 8L30983 8L52229 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19628_J7_B1 8L30983_A12_B1 8L52229_C16_B1 14.74 14.23 32.84 0 0 0 8L19628 8L30983 8L52229 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19629_L7_B1 8747958_O1_B1 8L52229_C16_B1 13.42 13.73 30.7 0 0 0 8L19629 8747958 8L52229 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19630_N7_B1 8747958_O1_B1 8L52229_C16_B1 12.87 13.16 30.08 0 0 0 8L19630 8747958 8L52229 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19631_P7_B1 8747958_O1_B1 8L52229_C16_B1 13.17 13.54 29.99 0 0 0 8L19631 8747958 8L52229 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19632_B9_B1 8939475 8939462 9.69 12.55 26.95 1 0 2 8L19632 8939475 8939462 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19633 8939475 M0242 10.8 5.74 8.72 0 NA NA 8L19633 8939475 M0242 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19634_D9_B1 8939475 8939462 10.58 13.87 26.84 1 0 2 8L19634 8939475 8939462 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19635_F9_B1 8L30833 8939495 24.33 11.79 30.5 1 0 1 8L19635 8L30833 8939495 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19636_H9_B1 8L30833 8939495 18.93 11.23 31.16 1 0 1 8L19636 8L30833 8939495 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19637 8L30833 8939495 18.34 11.58 29.73 1 0 1 8L19637 8L30833 8939495 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19638_D10_B4 8L30833 8939495 18.45 9.33 28.85 1 0 1 8L19638 8L30833 8939495 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19639_L9_B1 8L30833 8939495 25.93 13.2 29.23 1 0 1 8L19639 8L30833 8939495 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19640_N9_B1 F0217 8981864 13.64 14.66 22.37 NA 0 NA 8L19640 F0217 8981864 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19641_P9_B1 F0217 8981864 15.55 11.72 25.6 NA 0 NA 8L19641 F0217 8981864 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19642_B11_B1 F0217 8981864 13.71 11.12 23.04 NA 1 NA 8L19642 F0217 8981864 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19643_D11_B1 F0217 8981864 16.45 11.81 27.39 NA 0 NA 8L19643 F0217 8981864 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19644_F11_B1 F0217 8981864 12.04 14.47 18.8 NA 0 NA 8L19644 F0217 8981864 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19645_H11_B1 8981927 M0103 7.94 4.61 22.27 1 NA NA 8L19645 8981927 M0103 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19646_J11_B1 8981927 M0103 11.47 6.95 19.94 1 NA NA 8L19646 8981927 M0103 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19647_L11_B1 8981927 M0103 8.97 8.67 16.16 1 NA NA 8L19647 8981927 M0103 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19648_N11_B1 8981927 M0103 10.65 5.56 15.8 0 NA NA 8L19648 8981927 M0103 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19649_P11_B1 8981927 M0103 12.84 10.67 24.64 1 NA NA 8L19649 8981927 M0103 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19650_B13_B1 8981927 M0103 11.45 7.23 20.81 0 NA NA 8L19650 8981927 M0103 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19652 F0253 8M31738 13.91 29.73 18.49 NA 0 NA 8L19652 F0253 8M31738 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19653_D13_B1 F0253 M0253 13.33 22.31 21.65 NA NA NA 8L19653 F0253 M0253 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19654_F13_B1 F0253 8M31738 14.88 28.21 22.83 NA 0 NA 8L19654 F0253 8M31738 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19655_H13_B1 F0253 8M31738 17.28 25.06 23.96 NA 0 NA 8L19655 F0253 8M31738 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19656 F0388 NA 7.59 NA NA NA NA NA 8L19656 F0388 NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8L19657_J13_B1 8L48555 8L52239 11.56 30.68 29.31 0 0 0 8L19657 8L48555 8L52239 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19658_L13_B1 8L48555 8L52239 9.37 23.56 30.96 0 0 0 8L19658 8L48555 8L52239 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19659_N13_B1 8L48555 M0164 11.48 15.22 30.5 0 NA NA 8L19659 8L48555 M0164 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19660_F10_B4 8934472 M0324 10.91 18.92 30.08 1 NA NA 8L19660 8934472 M0324 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19661 8934472 M0324 11.78 20.15 27.02 1 NA NA 8L19661 8934472 M0324 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19663_G15_B1 NA NA NA NA NA NA NA NA 8L19663 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.333 0.333 0.333 0 0 0 0 0 0 0 0 0 0 0 0 0
8L19665_I15_B1 F0078 8L19944_O15_B1 18.29 11.74 26.95 NA 0 NA 8L19665 F0078 8L19944 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19666_K15_B1 F0241 8L48415_I19_B1 4.92 11.93 8.02 NA 0 NA 8L19666 F0241 8L48415 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19667_M15_B1 F0078 8L19944_O15_B1 15.19 10.9 24.3 NA 1 NA 8L19667 F0078 8L19944 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19669_B15_B1 8L19656 8934876 10.41 9.56 27.99 0 0 0 8L19669 8L19656 8934876 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19672_D15_B1 F0249 8L52203_E14_B1 11.7 12.47 25.02 NA 0 NA 8L19672 F0249 8L52203 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19673_F15_B1 F0249 8L52203_E14_B1 10.77 10.99 20.1 NA 0 NA 8L19673 F0249 8L52203 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19674_H15_B1 F0046 8L30993_G12_B1 7.27 11.89 16.99 NA 0 NA 8L19674 F0046 8L30993 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19675_J15_B1 F0046 8L30993_G12_B1 5.15 12.65 14.57 NA 0 NA 8L19675 F0046 8L30993 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19676_L15_B1 F0046 M0154 4.68 1.01 8.29 NA NA NA 8L19676 F0046 M0154 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19677_N15_B1 F0147 M0141 8.36 8.36 15.79 NA NA NA 8L19677 F0147 M0141 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19678_P15_B1 F0147 M0141 7.38 7.38 18.11 NA NA NA 8L19678 F0147 M0141 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19679_B17_B1 F0147 M0141 6.86 6.86 8.83 NA NA NA 8L19679 F0147 M0141 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19680_D17_B1 8943473 M0253 12.06 22.71 33.78 0 NA NA 8L19680 8943473 M0253 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19681 8943473 M0253 12.82 22.6 31.94 0 NA NA 8L19681 8943473 M0253 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19682_F17_B1 8943473 M0253 12.76 20.21 30.08 0 NA NA 8L19682 8943473 M0253 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19683_H17_B1 8943473 M0093 18.05 14.72 27.58 0 NA NA 8L19683 8943473 M0093 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19684_J17_B1 8943473 M0253 13.29 20.51 31.68 0 NA NA 8L19684 8943473 M0253 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19685_L17_B1 F0075 8939425 17.41 10.34 25.94 NA 0 NA 8L19685 F0075 8939425 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19686_N17_B1 F0075 8L52601 15.83 27.21 25.17 NA 0 NA 8L19686 F0075 8L52601 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19687_P17_B1 F0075 8L52601 13.44 25.32 23.66 NA 0 NA 8L19687 F0075 8L52601 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19688 8L30947 M0040 10.38 19.42 26.81 0 NA NA 8L19688 8L30947 M0040 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19689 8L30947 M0040 11.74 17.81 29.22 0 NA NA 8L19689 8L30947 M0040 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19690_B19_B1 8L30947 M0040 9.96 20.4 31.15 0 NA NA 8L19690 8L30947 M0040 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19691_D19_B1 8L30947 M0349 15.01 0 0.9 0 NA NA 8L19691 8L30947 M0349 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19692_F19_B1 8943429 8L30500 16.31 12.85 28.3 0 1 1 8L19692 8943429 8L30500 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19693 8943429 8L30500 14.57 16.08 28.24 0 1 1 8L19693 8943429 8L30500 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19694_H19_B1 8L30235 8L30499 10.48 10.43 31.15 0 0 0 8L19694 8L30235 8L30499 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19695_J19_B1 8L30235 8L48404 16.15 24.19 31.88 0 0 0 8L19695 8L30235 8L48404 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19696_L19_B1 8L30235 8981864 14.11 15.09 33.6 0 0 0 8L19696 8L30235 8981864 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19697_N19_B1 8L52284 8L30499 22.02 11.63 29.3 0 0 0 8L19697 8L52284 8L30499 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19698_P19_B1 8L52284 8L30499 19.78 11.57 28.32 0 0 0 8L19698 8L52284 8L30499 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19699_B21_B1 8L52284 8L30499 23.23 13.37 27.87 0 0 1 8L19699 8L52284 8L30499 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19700_D21_B1 8L52284 8L30499 22.92 13.16 28.18 0 0 1 8L19700 8L52284 8L30499 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19701_F21_B1 8981820 8943897 13.22 12.12 30.7 0 0 0 8L19701 8981820 8943897 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19702_H21_B1 8981820 8943897 10.3 10.18 31.13 0 1 1 8L19702 8981820 8943897 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19703_J21_B1 8981820 8943897 11.69 8.52 32.02 0 1 1 8L19703 8981820 8943897 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19704_L21_B1 8981820 8943897 10.36 12.59 31.96 0 0 0 8L19704 8981820 8943897 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19705_N21_B1 8939034 8L30298 16.29 12.71 31.89 0 0 0 8L19705 8939034 8L30298 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19706_P21_B1 8943459 8939595 12.81 12.87 30.86 0 0 0 8L19706 8943459 8939595 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19707_B23_B1 8943459 8939595 12.18 11.73 31.61 0 0 0 8L19707 8943459 8939595 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19708_D23_B1 8943459 8939595 12.4 11.81 29.98 0 0 0 8L19708 8943459 8939595 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19709_F23_B1 8943459 8939595 12.67 12.6 30.39 0 0 0 8L19709 8943459 8939595 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19710_H23_B1 8943459 8939595 12.57 11.93 31.74 0 0 0 8L19710 8943459 8939595 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19711_J23_B1 8L30922 8L48399 10.05 27.27 35.24 0 0 0 8L19711 8L30922 8L48399 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19712_L23_B1 8L30922 8L48399 11.96 31.92 34.51 0 0 0 8L19712 8L30922 8L48399 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19713_N23_B1 8L30922 8L48399 11.97 23.76 33.88 0 0 0 8L19713 8L30922 8L48399 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19714_PC_B2_B1 8L30922 8L48399 11.73 28.11 34.55 0 0 0 8L19714 8L30922 8L48399 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19715_D2_B1 8L30920 8887385 -2.88 13.64 28.76 0 0 0 8L19715 8L30920 8887385 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19716_F2_B1 8L30920 8887385 -0.7 15.07 29.52 0 0 1 8L19716 8L30920 8887385 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19717_H2_B1 8L30920 8887385 0.71 6.7 26.92 0 0 1 8L19717 8L30920 8887385 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19718_J2_B1 8887451 8981270 9.03 11.78 30.83 0 1 1 8L19718 8887451 8981270 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19719_L2_B1 8887451 8981270 9.46 12.03 29.92 0 0 0 8L19719 8887451 8981270 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19720_N2_B1 8887451 8981270 9.1 8.58 30.15 0 1 1 8L19720 8887451 8981270 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19721_P2_B1 8L48607 8L52597 9.9 8.05 31.23 0 0 0 8L19721 8L48607 8L52597 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19722 8L48607 8L52597 10.88 10.56 29.75 0 0 0 8L19722 8L48607 8L52597 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19723 8L48607 8L52597 8.98 9.78 30.68 0 0 0 8L19723 8L48607 8L52597 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19724_B4_B1 F0045 8981850 10.69 8.07 15.63 NA 1 NA 8L19724 F0045 8981850 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19725_D4_B1 F0045 8981850 11.87 7.57 17.82 NA 1 NA 8L19725 F0045 8981850 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19726_F4_B1 F0045 8981850 8.63 11.2 13.72 NA 0 NA 8L19726 F0045 8981850 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19728 8L48476 8939038 13.03 12.47 26.91 1 0 1 8L19728 8L48476 8939038 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19729 8887206 8981805 14.27 12.63 31.81 1 0 1 8L19729 8887206 8981805 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19730 8L48476 8981033 17.05 12.29 29.76 0 0 0 8L19730 8L48476 8981033 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19801_H4_B1 8816921 8L52411 27.73 28.56 39.09 0 0 0 8L19801 8816921 8L52411 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19802_J4_B1 8816921 8L52411 24.39 27.02 35.04 0 0 0 8L19802 8816921 8L52411 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19803_L4_B1 8L52428 8L52426 33.44 32.11 42.02 0 0 0 8L19803 8L52428 8L52426 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19804_N4_B1 8L52428 8L52426 30.4 32.85 41.55 0 0 0 8L19804 8L52428 8L52426 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19805_P4_B1 8L52428 8L52426 29.79 33.76 44.38 0 0 0 8L19805 8L52428 8L52426 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19806_B6_B1 8L57876 8L57882 11.87 11.1 30.61 1 0 1 8L19806 8L57876 8L57882 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19807_D6_B1 8L57876 8L57882 11.79 9.53 31.42 1 1 2 8L19807 8L57876 8L57882 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19808_F6_B1 8L57876 8L57882 9.29 11.27 30.89 1 1 2 8L19808 8L57876 8L57882 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19809_H6_B1 8939086 8L52243 15.16 27.99 34.83 0 0 0 8L19809 8939086 8L52243 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19810_J6_B1 8939086 8L52243 13.43 26.95 35.39 0 0 0 8L19810 8939086 8L52243 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19811_L6_B1 8939086 8L52243 14.92 27.51 34.77 0 0 0 8L19811 8939086 8L52243 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19812_N6_B1 8939086 8L52243 13.11 25.25 32.94 1 0 1 8L19812 8939086 8L52243 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19813 8981264 8939768 25.12 9.96 32.28 0 0 0 8L19813 8981264 8939768 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.014 0.986 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8L19814_P6_B1 8L48315 8309262 24.41 12.63 29.64 0 0 0 8L19814 8L48315 8309262 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8L19815_B8_B1 8L48315 8939733 28.06 10.99 33.4 0 0 0 8L19815 8L48315 8939733 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
